email_id,sender,recipient,cc,subject,body,sent_at,sender_dept,recipient_dept,compliance_label
1f5a9254-3879-4433-be80-b2be45be5ec2,m.torres@acmefund.com,k.obrien@acmefund.com,,Office closure reminder - Holiday,"Team,

Just a friendly reminder that the office will be closed next Friday for the holiday. Please plan accordingly.

Regards,
Michael",2025-11-10T11:17:00,Portfolio Management,Operations,CLEAN
b0739536-38ad-44e1-ac92-ccedcbaef741,t.grant@acmefund.com,k.obrien@acmefund.com,,Welcome aboard!,"Hi Kevin,

Welcome to the team! I've set up your onboarding meetings for next week. Please reach out if you have any questions.

Best,
Thomas",2025-11-10T19:33:00,Legal,Operations,CLEAN
7d6a4fb1-2942-4e71-90d1-bc4b0b876d84,d.park@acmefund.com,r.kim@acmefund.com,,RE: Tech sector positions,"Trust me on this one - load up on TECH before Friday. I can't say more but the earnings will blow expectations away. My source is solid.

David",2025-11-12T10:25:00,Trading,Client Relations,INSIDER_TRADING
47b8bb8b-6acb-4ff7-a39d-ff6637cb04bc,t.grant@acmefund.com,j.morrison@acmefund.com,,Performance data you asked for,"As discussed, here are the detailed performance numbers for our top 5 clients' accounts. Please don't share this externally - I could get in serious trouble.

Thomas",2025-11-12T10:30:00,Legal,Trading,CONFIDENTIALITY_BREACH
43049cf5-a899-42b7-8e64-66390628750e,r.kim@acmefund.com,t.grant@acmefund.com,,Welcome aboard!,"Hi Thomas,

Welcome to the team! I've set up your onboarding meetings for next week. Please reach out if you have any questions.

Best,
Rachel",2025-11-14T08:11:00,Client Relations,Legal,CLEAN
0b09223f-57ec-44f2-858e-77aab0e0ebf8,l.martinez@acmefund.com,m.webb@acmefund.com,,Updated compliance training schedule,"All,

The annual compliance training has been rescheduled to next Monday. Please block your calendars from 10am-12pm.

Best,
Lisa",2025-11-14T17:05:00,Operations,Research,CLEAN
755eeae4-d8bd-4cbf-a2fe-ab3876cbc61e,m.torres@acmefund.com,k.obrien@acmefund.com,,RE: Hedge fund strategies,"Here's our fund's full trading strategy doc. I know you're at a competitor now but this might help you. Delete after reading.

Michael",2025-11-15T20:30:00,Portfolio Management,Operations,CONFIDENTIALITY_BREACH
d06ee054-ff3d-4aad-a9a9-e481fcdfe191,p.sharma@acmefund.com,r.hayes@acmefund.com,,Q4 Portfolio Review Meeting,"Hi team,

Just a reminder about our Q4 portfolio review meeting scheduled for Thursday at 2pm. Please come prepared with your sector updates.

Thanks,
Priya",2025-11-16T10:48:00,Research,Compliance,CLEAN
1047e79e-cd26-454d-9e58-306ed7ad389b,p.sharma@acmefund.com,r.hayes@acmefund.com,,Pharma play - time sensitive,"Robert,

FDA approval coming through for BioMed's drug application. Not announced yet but I got word from inside. This could move 30%+. Act fast.

Priya",2025-11-16T13:22:00,Research,Compliance,INSIDER_TRADING
94a5fb49-24c6-4565-a553-491083f87f24,m.torres@acmefund.com,a.bell@acmefund.com,,RE: Lunch order for client meeting,"Sounds good. I'll order from the usual place. Can you confirm headcount by noon?

Michael",2025-11-16T13:49:00,Portfolio Management,Client Relations,CLEAN
d0d4edd4-ef08-4cd1-83de-39c129997fc1,t.grant@acmefund.com,l.martinez@acmefund.com,,Office closure reminder - Holiday,"Team,

Just a friendly reminder that the office will be closed next Friday for the holiday. Please plan accordingly.

Regards,
Thomas",2025-11-17T09:44:00,Legal,Operations,CLEAN
e8617b85-afd5-466e-bd7c-43e72ecc4825,d.park@acmefund.com,l.martinez@acmefund.com,,Updated compliance training schedule,"All,

The annual compliance training has been rescheduled to next Monday. Please block your calendars from 10am-12pm.

Best,
David",2025-11-18T06:41:00,Trading,Operations,CLEAN
3b471ab0-50df-47a3-ac34-98f12be0f290,a.bell@acmefund.com,e.volkov@acmefund.com,,Quick trade question,"Elena,

Thinking of buying some puts on a stock we're long in the fund. Just in my personal account though. Should be fine right? Don't want to bother with pre-clearance.

Andrew",2025-11-18T09:57:00,Client Relations,Trading,PERSONAL_TRADING
03ec5db1-b162-4120-ba38-62fdf6b062e7,e.volkov@acmefund.com,p.sharma@acmefund.com,,Weekly team sync notes,"Hi all,

Attached are the notes from today's sync. Action items highlighted in yellow.

Thanks,
Elena",2025-11-18T18:11:00,Trading,Research,CLEAN
e273fb42-183e-4a34-bd8c-b3c1d7c588c1,p.sharma@acmefund.com,r.hayes@acmefund.com,a.bell@acmefund.com,RE: Vacation request,"Approved. Enjoy your time off!

Priya",2025-11-19T16:01:00,Research,Compliance,CLEAN
34c4ad58-5712-4014-85f5-1270d7fc314e,e.volkov@acmefund.com,r.hayes@acmefund.com,,Updated compliance training schedule,"All,

The annual compliance training has been rescheduled to next Monday. Please block your calendars from 10am-12pm.

Best,
Elena",2025-11-20T16:57:00,Trading,Compliance,CLEAN
1297df20-a010-4285-8b1a-2cf34a5741f0,a.bell@acmefund.com,r.kim@acmefund.com,,Welcome aboard!,"Hi Rachel,

Welcome to the team! I've set up your onboarding meetings for next week. Please reach out if you have any questions.

Best,
Andrew",2025-11-21T18:35:00,Client Relations,Client Relations,CLEAN
5a0d3205-e20e-45ca-92a2-c9b262979c62,e.volkov@acmefund.com,m.torres@acmefund.com,,Q4 Portfolio Review Meeting,"Hi team,

Just a reminder about our Q4 portfolio review meeting scheduled for Thursday at 2pm. Please come prepared with your sector updates.

Thanks,
Elena",2025-11-22T06:57:00,Trading,Portfolio Management,CLEAN
7543733e-8ff7-40c8-8563-4b8aecca24b1,s.chen@acmefund.com,r.kim@acmefund.com,,RE: Investment advice,"For my PA, I'm going heavy into crypto this month. Already moved $50k. Don't mention this to compliance - it's under their radar.

Sarah",2025-11-22T13:29:00,Research,Client Relations,PERSONAL_TRADING
721defa2-be6e-47fa-ac10-60337737ccca,s.chen@acmefund.com,j.morrison@acmefund.com,,RE: Lunch order for client meeting,"Sounds good. I'll order from the usual place. Can you confirm headcount by noon?

Sarah",2025-11-23T19:05:00,Research,Trading,CLEAN
3578cb31-8ab0-481d-bbbc-3233d160d481,a.bell@acmefund.com,r.hayes@acmefund.com,,RE: After hours trading,"Yeah I've been day trading in my Schwab account. Made $20k last month! Haven't reported it yet since it's small amounts. Compliance doesn't need to know everything.

Andrew",2025-11-24T10:54:00,Client Relations,Compliance,PERSONAL_TRADING
09ae724b-b1fb-4936-8e62-1ec35c3a11c5,d.park@acmefund.com,s.chen@acmefund.com,,Sector meeting notes - confidential,"Sarah,

Here are notes from our research team meeting on healthcare. We're changing several ratings next week. Keep this between us - I'm not supposed to share pre-publication.

David",2025-11-24T16:04:00,Trading,Research,INFO_BARRIER_VIOLATION
1132266b-25a3-4804-ab9c-1b47d6b5f3ac,e.volkov@acmefund.com,k.obrien@acmefund.com,,RE: Hedge fund strategies,"Here's our fund's full trading strategy doc. I know you're at a competitor now but this might help you. Delete after reading.

Elena",2025-11-25T15:33:00,Trading,Operations,CONFIDENTIALITY_BREACH
fb0fe7fd-98c1-4664-8149-29b65e0e8a11,s.chen@acmefund.com,k.obrien@acmefund.com,p.sharma@acmefund.com,Q4 Portfolio Review Meeting,"Hi team,

Just a reminder about our Q4 portfolio review meeting scheduled for Thursday at 2pm. Please come prepared with your sector updates.

Thanks,
Sarah",2025-11-25T18:24:00,Research,Operations,CLEAN
36e17675-334c-41bd-b1fc-20dd554dff5b,m.webb@acmefund.com,t.grant@acmefund.com,,Quiet tip,"Don't share this with anyone - GlobalBank is about to announce layoffs and restructuring. Their stock will tank. You didn't hear this from me.

Marcus",2025-11-26T11:16:00,Research,Legal,INSIDER_TRADING
8fe859f7-cdee-4b1c-8df3-03b35b5fc313,j.morrison@acmefund.com,j.liu@acmefund.com,m.webb@acmefund.com,System maintenance notification,"Team,

IT has scheduled system maintenance for Saturday 2am-6am. Trading systems will be unavailable during this window.

Please plan accordingly.
James",2025-11-26T12:54:00,Trading,Compliance,CLEAN
1e416bd2-1306-4432-8fa5-c5c8a8439498,p.sharma@acmefund.com,a.bell@acmefund.com,,System maintenance notification,"Team,

IT has scheduled system maintenance for Saturday 2am-6am. Trading systems will be unavailable during this window.

Please plan accordingly.
Priya",2025-11-27T16:29:00,Research,Client Relations,CLEAN
e87a549d-be3c-482f-b35b-e0c47b9013de,k.obrien@acmefund.com,j.morrison@acmefund.com,,Welcome aboard!,"Hi James,

Welcome to the team! I've set up your onboarding meetings for next week. Please reach out if you have any questions.

Best,
Kevin",2025-11-28T07:13:00,Operations,Trading,CLEAN
8fe81d92-c06c-49b2-aea3-6733f3a5d089,m.webb@acmefund.com,t.grant@acmefund.com,,Monthly risk report - draft for review,"Hi Thomas,

Attached is the draft monthly risk report. Please review and send any comments by EOD Wednesday.

Thanks,
Marcus",2025-11-28T12:19:00,Research,Legal,CLEAN
d30f26c9-811c-488d-b3e4-bbeab5af9cf1,k.obrien@acmefund.com,t.grant@acmefund.com,,Welcome aboard!,"Hi Thomas,

Welcome to the team! I've set up your onboarding meetings for next week. Please reach out if you have any questions.

Best,
Kevin",2025-11-28T21:20:00,Operations,Legal,CLEAN
71129363-698f-456f-b24e-35fd38081283,k.obrien@acmefund.com,t.grant@acmefund.com,j.morrison@acmefund.com,Office closure reminder - Holiday,"Team,

Just a friendly reminder that the office will be closed next Friday for the holiday. Please plan accordingly.

Regards,
Kevin",2025-11-29T11:33:00,Operations,Legal,CLEAN
3c18233c-39b7-4188-a306-ee780a4f55e5,d.park@acmefund.com,l.martinez@acmefund.com,,RE: Hedge fund strategies,"Here's our fund's full trading strategy doc. I know you're at a competitor now but this might help you. Delete after reading.

David",2025-11-29T20:25:00,Trading,Operations,CONFIDENTIALITY_BREACH
88bb4382-be88-4607-bdd3-8df8cf1519c5,m.webb@acmefund.com,a.bell@acmefund.com,,RE: Vacation request,"Approved. Enjoy your time off!

Marcus",2025-11-30T06:38:00,Research,Client Relations,CLEAN
aca6b8d8-3d27-4ca3-9a35-8eb1f0effef9,d.park@acmefund.com,k.obrien@acmefund.com,,RE: Vacation request,"Approved. Enjoy your time off!

David",2025-11-30T08:32:00,Trading,Operations,CLEAN
12af2fcd-3abd-49bc-9e16-bacf1c0837a5,j.morrison@acmefund.com,r.kim@acmefund.com,,Conference room booking,"Hi,

I've booked the large conference room for our team meeting on Tuesday. Calendar invite to follow.

James",2025-12-02T18:13:00,Trading,Client Relations,CLEAN
815e8d47-8dbd-44e2-99c2-8e090105a501,m.webb@acmefund.com,a.bell@acmefund.com,,Updated compliance training schedule,"All,

The annual compliance training has been rescheduled to next Monday. Please block your calendars from 10am-12pm.

Best,
Marcus",2025-12-03T09:06:00,Research,Client Relations,CLEAN
4e381394-a442-4a44-8e5a-c9ea3af55004,e.volkov@acmefund.com,p.sharma@acmefund.com,,Conference room booking,"Hi,

I've booked the large conference room for our team meeting on Tuesday. Calendar invite to follow.

Elena",2025-12-04T09:02:00,Trading,Research,CLEAN
ff94ab91-2ee8-4df4-8171-fda83ae492b1,a.foster@acmefund.com,j.morrison@acmefund.com,,Side investment opportunity,"Found a great IPO coming up. Going to buy in my wife's account to avoid the disclosure requirements. Let me know if you want details.

Amanda",2025-12-06T12:04:00,Portfolio Management,Trading,PERSONAL_TRADING
756cc756-9aad-4f28-90ab-5d190f7e7785,m.webb@acmefund.com,l.martinez@acmefund.com,,RE: Investment advice,"For my PA, I'm going heavy into crypto this month. Already moved $50k. Don't mention this to compliance - it's under their radar.

Marcus",2025-12-06T14:36:00,Research,Operations,PERSONAL_TRADING
3d32f444-93de-4e10-978b-13e9175fdc29,r.hayes@acmefund.com,a.bell@acmefund.com,,Performance data you asked for,"As discussed, here are the detailed performance numbers for our top 5 clients' accounts. Please don't share this externally - I could get in serious trouble.

Robert",2025-12-06T18:14:00,Compliance,Client Relations,CONFIDENTIALITY_BREACH
26899f50-f8c0-4a69-8176-0545ba673a8c,a.foster@acmefund.com,p.sharma@acmefund.com,r.hayes@acmefund.com,Weekly team sync notes,"Hi all,

Attached are the notes from today's sync. Action items highlighted in yellow.

Thanks,
Amanda",2025-12-07T14:08:00,Portfolio Management,Research,CLEAN
226282f5-d8ef-419b-8239-a2dea70232b2,m.webb@acmefund.com,m.torres@acmefund.com,,RE: Market outlook,"Forget the analysis - I have inside info that MegaCorp's CEO is resigning next week. Dump the position before it goes public. This is solid intel.

Marcus",2025-12-09T10:16:00,Research,Portfolio Management,INSIDER_TRADING
14a123fc-3e63-46ed-a9d7-c2f2546497a4,l.martinez@acmefund.com,j.liu@acmefund.com,t.grant@acmefund.com,Weekly team sync notes,"Hi all,

Attached are the notes from today's sync. Action items highlighted in yellow.

Thanks,
Lisa",2025-12-09T10:25:00,Operations,Compliance,CLEAN
d82da319-dd67-405c-bf9f-fa0f07195571,s.chen@acmefund.com,a.bell@acmefund.com,,Conference room booking,"Hi,

I've booked the large conference room for our team meeting on Tuesday. Calendar invite to follow.

Sarah",2025-12-10T09:20:00,Research,Client Relations,CLEAN
15ee5082-0477-4b47-a603-986c8f614d61,r.hayes@acmefund.com,e.volkov@acmefund.com,,Conference room booking,"Hi,

I've booked the large conference room for our team meeting on Tuesday. Calendar invite to follow.

Robert",2025-12-10T10:57:00,Compliance,Trading,CLEAN
f5c5258b-565b-4b50-bffa-7fb58fbe14b2,d.park@acmefund.com,j.morrison@acmefund.com,,URGENT - Acme Corp news coming,"Hey,

Heads up - I heard from my contact at Acme that they're announcing a major acquisition tomorrow morning. This isn't public yet. Might want to adjust positions before the announcement.

Keep this between us.
David",2025-12-10T14:40:00,Trading,Trading,INSIDER_TRADING
f7b9e7fd-39da-4105-8c9d-b53f8de8fda0,r.hayes@acmefund.com,m.webb@acmefund.com,,RE: Vacation request,"Approved. Enjoy your time off!

Robert",2025-12-11T09:38:00,Compliance,Research,CLEAN
6afd7b15-2c52-4e57-9a16-5754ced35ebf,a.bell@acmefund.com,m.webb@acmefund.com,,RE: Lunch order for client meeting,"Sounds good. I'll order from the usual place. Can you confirm headcount by noon?

Andrew",2025-12-11T12:32:00,Client Relations,Research,CLEAN
107f2b1b-3fb2-4d18-b252-b9ee612a1842,r.hayes@acmefund.com,j.morrison@acmefund.com,,RE: Lunch order for client meeting,"Sounds good. I'll order from the usual place. Can you confirm headcount by noon?

Robert",2025-12-11T13:28:00,Compliance,Trading,CLEAN
67e98857-784f-40b9-b937-1ce5910534a6,e.volkov@acmefund.com,t.grant@acmefund.com,,System maintenance notification,"Team,

IT has scheduled system maintenance for Saturday 2am-6am. Trading systems will be unavailable during this window.

Please plan accordingly.
Elena",2025-12-11T14:06:00,Trading,Legal,CLEAN
95a36a0c-24c9-47bc-9ce1-418911f9bd4d,j.liu@acmefund.com,m.webb@acmefund.com,,Conference room booking,"Hi,

I've booked the large conference room for our team meeting on Tuesday. Calendar invite to follow.

Jennifer",2025-12-12T07:27:00,Compliance,Research,CLEAN
9007c9f2-7162-4d27-a415-8f53c6010dcc,l.martinez@acmefund.com,t.grant@acmefund.com,,System maintenance notification,"Team,

IT has scheduled system maintenance for Saturday 2am-6am. Trading systems will be unavailable during this window.

Please plan accordingly.
Lisa",2025-12-12T10:03:00,Operations,Legal,CLEAN
48174085-658d-41de-9edd-5ed92d30bd8c,a.bell@acmefund.com,r.hayes@acmefund.com,,RE: Vacation request,"Approved. Enjoy your time off!

Andrew",2025-12-12T16:06:00,Client Relations,Compliance,CLEAN
a35e77b2-d077-4319-9ffe-53bbf3c58aca,p.sharma@acmefund.com,a.foster@acmefund.com,,Quiet tip,"Don't share this with anyone - GlobalBank is about to announce layoffs and restructuring. Their stock will tank. You didn't hear this from me.

Priya",2025-12-14T16:07:00,Research,Portfolio Management,INSIDER_TRADING
a8048554-d5e7-46c4-964e-b6dcd46aaf4c,p.sharma@acmefund.com,r.kim@acmefund.com,,Updated compliance training schedule,"All,

The annual compliance training has been rescheduled to next Monday. Please block your calendars from 10am-12pm.

Best,
Priya",2025-12-14T21:28:00,Research,Client Relations,CLEAN
23760789-e426-47e8-9158-38a5526d390b,j.liu@acmefund.com,p.sharma@acmefund.com,,RE: Market outlook,"Forget the analysis - I have inside info that MegaCorp's CEO is resigning next week. Dump the position before it goes public. This is solid intel.

Jennifer",2025-12-16T15:13:00,Compliance,Research,INSIDER_TRADING
bee30a05-f4a3-4f8c-b44e-863812db90f7,r.kim@acmefund.com,a.foster@acmefund.com,,RE: Lunch order for client meeting,"Sounds good. I'll order from the usual place. Can you confirm headcount by noon?

Rachel",2025-12-16T18:34:00,Client Relations,Portfolio Management,CLEAN
cc97755b-2353-45a9-abf2-b8af45ba2227,d.park@acmefund.com,t.grant@acmefund.com,,Updated compliance training schedule,"All,

The annual compliance training has been rescheduled to next Monday. Please block your calendars from 10am-12pm.

Best,
David",2025-12-17T14:21:00,Trading,Legal,CLEAN
22377d04-c37a-4b5b-82e2-2687df5ab883,p.sharma@acmefund.com,l.martinez@acmefund.com,,RE: Lunch order for client meeting,"Sounds good. I'll order from the usual place. Can you confirm headcount by noon?

Priya",2025-12-18T17:30:00,Research,Operations,CLEAN
2a10458a-8d41-4d36-b708-3a0db44150f4,j.liu@acmefund.com,m.torres@acmefund.com,,RE: Market outlook,"Forget the analysis - I have inside info that MegaCorp's CEO is resigning next week. Dump the position before it goes public. This is solid intel.

Jennifer",2025-12-20T06:05:00,Compliance,Portfolio Management,INSIDER_TRADING
32484a51-f3a4-41e3-b668-b1875546df90,l.martinez@acmefund.com,t.grant@acmefund.com,,Conference room booking,"Hi,

I've booked the large conference room for our team meeting on Tuesday. Calendar invite to follow.

Lisa",2025-12-20T10:18:00,Operations,Legal,CLEAN
584afd7a-5c00-4c49-9c6a-2e3ecc18336d,a.bell@acmefund.com,t.grant@acmefund.com,,RE: Market outlook,"Forget the analysis - I have inside info that MegaCorp's CEO is resigning next week. Dump the position before it goes public. This is solid intel.

Andrew",2025-12-20T20:35:00,Client Relations,Legal,INSIDER_TRADING
